index,image,caption,Text Retrieval,Image Retrieval,Both image-text retrieval,True Pair Score,False Pair Score,RoBERTa Likelihood,AMR Length,No. of Obj-Relations,Nouns,Verbs,Adjectives
14,7/0.jpg,a bottle is in water,False,False,False,30.015,4,15,"wood, object","is, rolls",,,
659,329/1.jpg,a person with glasses pushes a person without glasses sitting in a box,True,True,True,37.550,4,13,"cat, human, screen",viewing,,,
658,329/0.jpg,a person without glasses pushes a person with glasses sitting in a box,False,False,False,38.993,4,6,"human, cat, screen",viewing,,,
632,316/0.jpg,a kid jumped then threw a basketball,True,True,True,39.007,5,8,"person, superhero","wishing, were",normal,,
633,316/1.jpg,a kid threw a basketball then jumped,False,False,False,37.861,5,0,"superhero, person","wishing, were",normal,,
422,211/0.jpg,there are more apples than pears,False,True,False,32.951,7,14,"mike, hand, left",raising,right,,
423,211/1.jpg,there are more pears than apples,True,False,False,33.440,7,11,"mike, hand, right",raising,left,,
73,36/1.jpg,a metal chess piece rests on wood objects,True,True,True,37.700,8,18,"person, hair, person, beard",,long,,
72,36/0.jpg,a wood chess piece rests on metal objects,False,False,False,37.822,8,27,"person, beard, person, hair",,long,,
6,3/0.jpg,a person watches an animal,True,True,True,33.739,13,15,"person, hair, shoulders, eyes, person's","has, are","brown, other, blue",,
7,3/1.jpg,an animal watches a person,False,False,False,33.710,13,11,"person, hair, shoulders, eyes, person's","has, are","blue, other, brown",,
394,197/0.jpg,some people are standing but more are sitting,True,False,False,36.191,6,19,"being, device, sun's, rays",intercepts,human,,
395,197/1.jpg,some people are sitting but more are standing,False,True,False,36.229,6,17,"device, sun's, rays, being",intercepts,human,,
761,380/1.jpg,one kid on a pool floatie and two kids swimming,False,True,False,42.340,4,11,"humans, phones",,more,,
760,380/0.jpg,two kids on a pool floatie and one kid swimming,True,False,False,43.162,4,3,"phones, humans",,more,,
756,378/0.jpg,a person stretching behind a brown dog,False,True,False,33.640,3,8,"person, tube",is,,,
757,378/1.jpg,a brown dog stretching behind a person,True,False,False,34.122,3,0,"tube, person",is,,,
535,267/1.jpg,the last vowel is E and the first consonant is N,False,True,False,37.363,7,14,"person's, head, rest, body",is,,,
534,267/0.jpg,the first vowel is E and the last consonant is N,False,False,False,36.638,7,7,"rest, body, person's, head",is,,,
334,167/0.jpg,an adult is flexing beside a child,True,True,True,47.075,2,17,person,,,,
335,167/1.jpg,a child is flexing beside an adult,False,False,False,39.128,3,13,"person, board",,,,
764,382/0.jpg,looking from above at a collection of similar objects below,False,True,False,42.228,6,0,"buttons, blue",,"more, red",,
765,382/1.jpg,looking from below at a collection of similar objects above,True,False,False,42.181,6,0,buttons,,"more, blue, red",,
595,297/1.jpg,the pet on the left is white and the one on the right is not,True,False,False,35.235,9,0,"object, top, left, one, bottom, right, group","is, is","purple, red",,
594,297/0.jpg,the pet on the right is white and the one on the left is not,False,True,False,35.348,9,0,"object, bottom, right, one, top, group","is, left, is","purple, red",,
597,298/1.jpg,the outlet carrying water from the faucet to the shower head is near the cold tap not the hot,True,False,False,37.771,5,11,"bottom, pointy, top",,flat,,
596,298/0.jpg,the outlet carrying water from the faucet to the shower head is near the hot tap not the cold,False,True,False,37.252,5,9,"top, pointy, bottom",,flat,,
60,30/0.jpg,a blue bird is next to a red berry,True,False,False,35.822,5,0,"seat, numbers, right",increasing,left,,
61,30/1.jpg,a red bird is next to a blue berry,False,True,False,35.277,5,1,"seat, numbers, right","increasing, left",,,
523,261/1.jpg,wearing a blue jacket over red,True,True,True,37.975,7,5,"number, right, number, left",is,larger,,
522,261/0.jpg,wearing a red jacket over blue,False,False,False,38.104,7,1,"number, left, number, right",is,larger,,
2,1/0.jpg,the taller person hugs the shorter person,True,False,False,37.910,8,29,"hair, person, face, head",,more,,
3,1/1.jpg,the shorter person hugs the taller person,False,True,False,37.984,8,20,"hair, person, head, face",,more,,
465,232/1.jpg,the person with hair to their shoulders has blue eyes and the other person's are brown,True,False,False,38.383,5,0,"knife, left, fork, right",,,,
464,232/0.jpg,the person with hair to their shoulders has brown eyes and the other person's are blue,False,True,False,38.218,5,1,"knife, right, fork, left",,,,
48,24/0.jpg,the person closer to the camera weightlifts and the person farther from the camera runs,False,True,False,37.541,3,15,"food, eyes",,,,
49,24/1.jpg,the person closer to the camera runs and the person farther from the camera weightlifts,False,False,False,37.493,3,0,"eyes, food",,,,
383,191/1.jpg,it is ground before the coffee is poured,True,False,False,38.985,2,0,"cars, bits",,,,
382,191/0.jpg,the coffee is poured before it is ground,False,True,False,35.882,2,0,"bits, cars",,,,
293,146/1.jpg,there's more coffee than milk,True,True,True,40.868,3,3,"person, top, world",,,,
292,146/0.jpg,there's more milk than coffee,False,False,False,38.529,4,14,"world, top, person",,,,
557,278/1.jpg,the person on the left is sitting on the sofa and the person on the very right is dancing,False,True,False,35.040,12,15,"people, one, right, hair, one, left","has, does",curly,,
556,278/0.jpg,the person on the left is dancing and the person on the very right is sitting on the sofa,True,False,False,35.068,15,26,"people, one, left, hair, one, right","has, does",curly,,
370,185/0.jpg,the glasses on the right are fuller than the glasses on the left,True,True,True,39.192,6,13,"cream, jam",,,,
371,185/1.jpg,the glasses on the left are fuller than the glasses on the right,False,False,False,38.722,6,4,"jam, cream",,,,
481,240/1.jpg,flat on top and pointy at the bottom,True,False,False,46.334,4,13,"kisses, hugs",,more,,
480,240/0.jpg,flat at the bottom and pointy on top,False,True,False,46.323,4,11,"hugs, kisses",,more,,
136,68/0.jpg,it ran away while they pursued,True,True,True,37.336,4,21,"flamingo, person",,inflatable,,
137,68/1.jpg,they ran away while it pursued,False,False,False,38.805,4,0,"person, flamingo",,inflatable,,
84,42/0.jpg,the larger person wears yellow and the smaller person does not,True,True,True,40.857,4,7,"bird, beak",,"pink, white",,
85,42/1.jpg,the smaller person wears yellow and the larger person does not,False,False,False,40.807,4,5,"bird, beak",,"white, pink",,
168,84/0.jpg,the flip flops are too big for these feet,False,True,False,32.720,13,2,"flamingo, lilos, water","including, is","large, pink, inflatable, other, white",,
169,84/1.jpg,the feet are too big for these flip flops,True,False,False,32.562,13,8,"flamingo, lilos, water","including, is","large, white, inflatable, other, pink",,
41,20/1.jpg,there is a bit less white chocolate than milk chocolate,True,False,False,34.483,7,0,"eyes, image, human","are, are","more, typical",,
40,20/0.jpg,there is a bit less milk chocolate than white chocolate,False,True,False,34.074,7,0,"eyes, human, image","are, are","more, typical",,
560,280/0.jpg,the large person is drinking from the small coffee cup,True,True,True,30.608,15,16,"doctor, stethoscope, neck, jacket, name, tag","is, is",confident,,
561,280/1.jpg,the small person is drinking from the large coffee cup,False,False,False,31.236,15,25,"doctor, stethoscope, neck, name, tag, jacket","is, is",confident,,
375,187/1.jpg,there's more foam on the right than on the left,True,True,True,38.766,6,1,"wind, turbines, clouds",,"few, many",,
374,187/0.jpg,there's more foam on the left than on the right,False,False,False,38.139,6,0,"clouds, wind, turbines",,"few, many",,
308,154/0.jpg,a dog is using a wheelchair next to a person,True,False,False,37.907,7,14,"adult, child","is, reading",young,,
309,154/1.jpg,a person is using a wheelchair next to a dog,False,True,False,36.661,7,26,"child, adult","is, reading",young,,
635,317/1.jpg,multiple cheerleaders supporting one cheerlearder,True,True,True,34.165,8,12,"shopping, basket, shelves, person, right","is, are","full, empty",,
634,317/0.jpg,one cheerlearder supporting multiple cheerleaders,False,False,False,34.777,8,1,"shelves, person, right, shopping, basket","are, is","full, empty",,
601,300/1.jpg,The adult looks at the kid with the magnifying glass,False,True,False,37.741,9,9,"person, baseball, bat, ball",playing,"Young, green, blue",,
600,300/0.jpg,The adult with the magnifying glass looks at the kid,True,False,False,37.688,9,14,"person, baseball, bat, ball",playing,"Young, blue, green",,
720,360/0.jpg,a child with a fake beard and an adult,False,True,False,41.634,4,15,wall,painting,"white, red",,
721,360/1.jpg,an adult with a fake beard and a child,True,False,False,41.107,4,9,"wall, white",painting,red,,
234,117/0.jpg,the circular mirror is on the left and the rectangular mirror is on the right,True,True,True,39.695,5,20,"jacket, blue",wearing,red,,
235,117/1.jpg,the rectangular mirror is on the left and the circular mirror is on the right,False,False,False,38.847,6,19,"jacket, red",wearing,blue,,
629,314/1.jpg,all paper airplanes fly on a curved path except for one which takes a straight one,False,True,False,40.909,4,0,car,"had, cleaned",,,
628,314/0.jpg,all paper airplanes fly on a straight path except for one which takes a curved one,True,False,False,43.406,3,3,car,"had, cleaned",,,
165,82/1.jpg,the person with the patterned shirt is straight-haired and the other is curly-haired,True,True,True,39.553,4,15,people,,"unfortunate, poor",,
164,82/0.jpg,the person with the patterned shirt is curly-haired and the other is straight-haired,False,False,False,43.384,4,15,people,,"poor, unfortunate",,
158,79/0.jpg,the person that is on the table is eating the food,False,True,False,37.344,4,0,"gloves, masks",are,less,,
159,79/1.jpg,the person is eating the food that is on the table,True,False,False,37.127,4,0,"masks, gloves",are,less,,
362,181/0.jpg,the person on the left has their arms up and the person on the right has their arms down,True,True,True,38.074,4,0,"pineapples, boxes",are,more,,
363,181/1.jpg,the person on the right has their arms up and the person on the left has their arms down,False,False,False,38.670,4,0,"boxes, pineapples",are,more,,
512,256/0.jpg,few wind turbines and many clouds,True,True,True,37.143,7,1,"bristles, ones","are, are","outer, blue, inner, white",,
513,256/1.jpg,few clouds and many wind turbines,False,False,False,37.134,7,1,"bristles, ones","are, are","outer, white, inner, blue",,
93,46/1.jpg,a person is drinking later and eating now,False,True,False,36.182,11,16,"vowel, E, consonant, N","is, is","first, last",,
92,46/0.jpg,a person is drinking now and eating later,True,False,False,36.153,10,8,"vowel, E, consonant, N","is, is","last, first",,
32,16/0.jpg,there are fewer forks than spoons,True,False,False,34.302,9,46,"cat, left, photo, paw, left",has,right,,
33,16/1.jpg,there are fewer spoons than forks,False,True,False,34.452,11,46,"cat, left, photo, paw, right",has,left,,
8,4/0.jpg,the person without earrings pays the person with earrings,False,True,False,39.630,3,1,text,is,"black, white",,
9,4/1.jpg,the person with earrings pays the person without earrings,True,False,False,38.584,3,4,text,is,"white, black",,
690,345/0.jpg,a worker in a yellow hat uses a drill to the left of where the opening in the wall is,True,True,True,40.412,5,23,"dog, cat","sits, stands",,,
691,345/1.jpg,the opening in the wall is to the left of where a worker in a yellow hat uses a drill,False,False,False,40.659,5,19,"dog, cat","stands, sits",,,
106,53/0.jpg,driving off the road and on the unpaved terrain,True,True,True,32.915,9,10,"person, hair, cycles, person, runs",,"facial, other",,
107,53/1.jpg,driving on the road and off the unpaved terrain,False,False,False,33.988,9,15,"person, hair, runs, person, cycles",,"facial, other",,
376,188/0.jpg,a fish is jumping from left to right,True,True,True,37.181,4,9,"laptop, guitar","using, is",close,,
377,188/1.jpg,a fish is jumping from right to left,False,False,False,37.649,4,18,"guitar, laptop","using, is",close,,
76,38/0.jpg,the happy person is on the right and the sad person is on the left,True,False,False,36.474,8,13,"person, coat, coffee, cup",,"blue, brown, ish",,
77,38/1.jpg,the sad person is on the right and the happy person is on the left,False,True,False,36.565,8,10,"person, ish, coat, coffee, cup",,"brown, blue",,
86,43/0.jpg,a big cat is next to a small dog,True,True,True,31.504,2,0,"space, star",,,,
87,43/1.jpg,a small cat is next to a big dog,False,False,False,45.223,2,4,"star, space",,,,
270,135/0.jpg,three white and two brown eggs,True,True,True,40.269,2,0,"star, death",,,,
271,135/1.jpg,two white and three brown eggs,False,False,False,40.379,2,0,"death, star",,,,
116,58/0.jpg,it hatched before it was eaten,False,True,False,36.181,10,13,"person, noise","is, making, is","younger, other, silent",,
117,58/1.jpg,it was eaten before it hatched,True,False,False,36.049,10,19,"person, noise","is, is, making","younger, silent, other",,
532,266/0.jpg,the outer bristles are blue and the inner ones are white,True,True,True,37.384,6,19,"one, left","is, is","happy, other, sad",,
533,266/1.jpg,the outer bristles are white and the inner ones are blue,False,False,False,37.261,6,20,"one, left","is, is","sad, other, happy",,
450,225/0.jpg,the red car is behind the blue car,True,True,True,35.234,9,15,"person, left, person, right, sofa","is, dancing, is, sitting",very,,
451,225/1.jpg,the blue car is behind the red car,False,False,False,35.089,9,8,"person, left, sofa, person, right","is, sitting, is, dancing",very,,
57,28/1.jpg,a person walking in a field of red flowers with a yellow dress,True,True,True,36.583,9,21,"person, left, one, right","is, crying, is, smiling",,,
56,28/0.jpg,a person walking in a field of yellow flowers with a red dress,False,False,False,36.299,9,19,"person, left, one, right","is, smiling, is, crying",,,
387,193/1.jpg,the banana is sliced then it is peeled,True,True,True,35.028,6,17,"person, coffee, cup","is, drinking","large, small",,
386,193/0.jpg,the banana is peeled then it is sliced,False,False,False,35.261,6,14,"person, coffee, cup","is, drinking","small, large",,
46,23/0.jpg,the person in the middle is floating and some others are standing,False,True,False,35.148,5,6,"rubber, metal",,"hot, cool",,
47,23/1.jpg,the person in the middle is standing and some others are floating,True,False,False,37.386,5,0,"rubber, metal",,"cool, hot",,
185,92/1.jpg,someone talks on the phone happily while another person sits angrily,False,True,False,35.654,5,20,"shape, square, one",is,triangular,,
184,92/0.jpg,someone talks on the phone angrily while another person sits happily,True,False,False,34.900,6,3,"shape, one",is,"square, triangular",,
545,272/1.jpg,using the guitar while the laptop is close by,True,False,False,42.625,5,0,,,"rough, smooth",,
544,272/0.jpg,using the laptop while the guitar is close by,False,True,False,43.089,5,0,,,"smooth, rough",,
430,215/0.jpg,a person with long hair eating a meat-based product while a person with short hair snacks on some fries,True,False,False,35.808,8,24,"one, one, white","is, is","green, fast, slow",,
431,215/1.jpg,a person with short hair eating a meat-based product while a person with long hair snacks on some fries,False,True,False,35.453,8,4,"one, one, white","is, is","green, slow, fast",,
682,341/0.jpg,a person wearing yellow with their feet in the air and a person wearing stripes,False,True,False,38.762,4,0,"humans, balls",are,more,,
683,341/1.jpg,a person wearing stripes with their feet in the air and a person wearing yellow,True,False,False,37.017,5,4,"balls, humans",are,more,,
716,358/0.jpg,"in the stadium, the person wearing gray outperformed the one wearing blue",True,True,True,40.663,4,6,"legs, wheels",are,more,,
717,358/1.jpg,"in the stadium, the person wearing blue outperformed the one wearing gray",False,False,False,40.226,4,16,"wheels, legs",are,more,,
499,249/1.jpg,"first the jam, then the cream",True,False,False,33.633,17,13,"group, people, hair, hair, business, context",,"longer, short",,
498,249/0.jpg,"first the cream, then the jam",False,True,False,33.512,16,16,"group, people, hair, hair, business, context",,"longer, short",,
738,369/0.jpg,a deer's nose is resting on a child's hand,False,True,False,33.331,8,8,"gesture, person, understanding, person","sitting, is, supporting, standing",,,
739,369/1.jpg,a child's hand is resting on a deer's nose,True,False,False,33.894,8,11,"gesture, person, understanding, person","standing, is, supporting, sitting",,,
614,307/0.jpg,the person is too big for the small door,False,True,False,39.800,4,22,"circle, cross",is,,,
615,307/1.jpg,the door is too small for the big person,True,False,False,39.450,4,0,"cross, circle",is,,,
208,104/0.jpg,there is a pink couch with green pillows,True,True,True,33.848,11,0,"view, tree, soil, field",turned,"aerial, green, brown, green",,
209,104/1.jpg,there is a green couch with pink pillows,False,False,False,33.732,11,0,"view, tree, field, soil",turned,"aerial, green, green, brown",,
227,113/1.jpg,brown dog wearing a black sweater,False,True,False,30.841,10,8,"therapist, kinesio, tape",inspecting,"physical, blue, elastic, therapeutic, pink",,
226,113/0.jpg,black dog wearing a brown sweater,True,False,False,30.871,10,8,"therapist, kinesio, tape, blue",inspecting,"physical, pink, elastic, therapeutic",,
273,136/1.jpg,the fish is in the plastic,True,False,False,34.029,9,0,"skipping, rope, color, shoelaces, shoes",is,"different, similar",,
272,136/0.jpg,the plastic is in the fish,False,True,False,33.769,9,4,"skipping, rope, color, shoelaces, shoes",is,"similar, different",,
182,91/0.jpg,clothing on lines,True,True,True,33.540,4,0,"balloon, weight","is, being, lifted",blue,,
183,91/1.jpg,lines on clothing,False,False,False,36.226,4,1,"weight, balloon","is, being, lifted",blue,,
792,396/0.jpg,an odd number of sweet things on a plate with an even number of sides,True,False,False,38.076,5,0,"sea, rocks","is, are","rough, smooth",,
793,396/1.jpg,an even number of sweet things on a plate with an odd number of sides,False,True,False,38.096,5,0,"sea, rocks","is, are","smooth, rough",,
187,93/1.jpg,one boat and two directions down the stream,True,True,True,34.064,8,3,"melting, food, brown","is, is","white, cold, warm",,
186,93/0.jpg,two boats and one direction down the stream,False,False,False,34.005,8,6,"melting, food, brown","is, is","white, warm, cold",,
518,259/0.jpg,Young person playing baseball with a green bat and blue ball,True,True,True,36.409,11,29,"person, beard, person, hair","is, smiling, is",long,,
519,259/1.jpg,Young person playing baseball with a blue bat and green ball,False,False,False,36.272,11,28,"person, hair, person, beard","is, smiling, is",long,,
224,112/0.jpg,the red team kicking the ball directly next to the blue team,True,True,True,35.489,8,19,"pet, right, one, left","is, is",white,,
225,112/1.jpg,the blue team kicking the ball directly next to the red team,False,False,False,35.503,8,48,"pet, left, one, right","is, is",white,,
211,105/1.jpg,dark colored dog with light colored cat,True,True,True,33.887,15,14,"outlet, water, faucet, shower, head, tap, cold","carrying, is",hot,,
210,105/0.jpg,light colored dog with dark colored cat,False,False,False,34.041,15,2,"outlet, water, faucet, shower, head, tap","carrying, is","cold, hot",,
496,248/0.jpg,two people; the one on the right has curly hair and the one on the left doesn't,True,False,False,36.553,12,3,"ball, one","is, is","larger, heavier, smaller, lighter",,
497,248/1.jpg,two people; the one on the left has curly hair and the one on the right doesn't,False,True,False,36.679,12,10,"ball, one","is, is","larger, lighter, smaller, heavier",,
723,361/1.jpg,"on halloween, a child dressed as a mammal is to the right of a child dressed as an insect",True,False,False,38.555,6,14,"adult, glass, kid","magnifying, looks",,,
722,361/0.jpg,"on halloween, a child dressed as an insect is to the right of a child dressed as a mammal",False,True,False,39.089,5,16,"adult, kid, glass","looks, magnifying",,,
745,372/1.jpg,a dog towering over a spider,False,True,False,33.086,5,25,"dog, blanket, spots",is,,,
744,372/0.jpg,a spider towering over a dog,True,False,False,29.066,4,20,"blanket, dog, spots",is,,,
188,94/0.jpg,The dog rides without a visible tongue,True,False,False,30.452,3,5,"mouse, cake, birthday",is,,,
189,94/1.jpg,The dog rides with a visible tongue out,False,True,False,35.545,3,11,"birthday, cake, mouse",is,,,
110,55/0.png,the green one can fit inside the blue one and the blue one can fit outside the green one,True,False,False,37.773,7,1,"animal, water","blooded, is","cold, happy, warm",,
111,55/1.jpg,the green one can fit outside the blue one and the blue one can fit inside the green one,False,True,False,37.925,7,1,"animal, water","blooded, is","warm, happy, cold",,
317,158/1.jpg,there's a dog in a stroller next to a human,True,True,True,36.697,7,3,"queen, king","is, taking","white, black",,
316,158/0.jpg,there's a human in a stroller next to a dog,False,True,False,36.568,7,6,"queen, king","is, taking","black, white",,
599,299/1.jpg,the larger ball is lighter and the smaller one is heavier,True,False,False,38.866,5,13,"animals, home","visiting, be",fun,,
598,299/0.jpg,the larger ball is heavier and the smaller one is lighter,False,True,False,38.707,5,9,"animals, home","visiting, be",fun,,
452,226/0.jpg,the driver wearing a shirt is in front of the other person wearing a sleeveless top,False,True,False,37.577,4,34,"person, cat",is,happy,,
453,226/1.jpg,the driver wearing a sleeveless top is in front of the other person wearing a shirt,True,False,False,36.232,4,38,"cat, person",is,happy,,
300,150/0.jpg,check a rip,False,True,False,35.198,6,10,"person, door",is,"big, small",,
301,150/1.jpg,rip a check,True,False,False,36.855,6,11,"door, person",is,"small, big",,
178,89/0.jpg,the person in pink was close to not winning,True,False,False,36.549,11,9,"person, eyes, person","is, covering","taller, shorter",,
179,89/1.png,the person in pink was not close to winning,False,True,False,36.583,11,10,"person, eyes, person","is, covering","shorter, taller",,
249,124/1.jpg,they're enjoying cold water on a hot day,False,True,False,36.765,3,2,"plant, bug","is, eating",,,
248,124/0.jpg,they're enjoying hot water on a cold day,True,False,False,38.951,3,9,"bug, plant","is, eating",,,
622,311/0.jpg,the green leaves will soon be red as the seasons change,True,False,False,39.921,4,0,"bug, leaf",has,,,
623,311/1.jpg,the red leaves will soon be green as the seasons change,False,True,False,41.271,4,0,"leaf, bug",has,,,
754,377/0.jpg,a person spraying water on someone else and a person on a bike,True,False,False,36.137,6,7,"leaves, seasons","be, change","green, red",,
755,377/1.jpg,a person spraying water on a person on a bike and someone else,False,True,False,36.139,6,0,"leaves, seasons","be, change","red, green",,
345,172/1.jpg,the plastic is filled with water,True,False,False,37.901,5,0,"wall, blue","be, painted",white,,
344,172/0.jpg,the water is filled with plastic,False,True,False,37.124,6,0,wall,"be, painted","blue, white",,
369,184/1.jpg,a pink scoop of ice cream on bottom and a blue scoop on top,True,True,True,37.102,8,0,"moon, sun's, rays, earth","prevents, falling",,,
368,184/0.jpg,a pink scoop of ice cream on top and a blue scoop on bottom,False,False,False,36.974,8,1,"earth, sun's, rays, moon","prevents, falling",,,
339,169/1.jpg,a red blanket is underneath a cat,False,True,False,33.502,11,0,"paper, airplanes, path, one","fly, takes, curved",straight,,
338,169/0.jpg,a cat is underneath a red blanket,True,False,False,33.283,10,0,"paper, airplanes, path, one","fly, curved, takes",straight,,
135,67/1.jpg,the person in a black coat looks back and the person in a brown coat looks forward,True,True,True,36.399,5,20,"person, pants",is,big,,
134,67/0.jpg,the person in a brown coat looks back and the person in a black coat looks forward,False,False,False,34.908,5,18,"pants, person",is,big,,
442,221/0.jpg,the brave in the face of fear,False,True,False,36.690,6,15,"kid, basketball","jumped, threw",,,
443,221/1.jpg,fear in the face of the brave,True,False,False,37.136,6,18,"kid, basketball","threw, jumped",,,
569,284/1.jpg,the green one is slow and the one in white is comparatively fast,True,True,True,31.620,7,4,"cheerlearder, cheerleaders",supporting,multiple,,
568,284/0.jpg,the green one is fast and the one in white is comparatively slow,False,False,False,33.375,7,10,"cheerleaders, cheerlearder",supporting,multiple,,
485,242/1.jpg,the number on the left is larger than the number on the right,True,False,False,41.843,5,3,"persons, scarf",wearing,,,
484,242/0.jpg,the number on the right is larger than the number on the left,False,True,False,41.127,5,8,"person, scarfs",wearing,,,
488,244/0.jpg,the knife on the left and the fork on the right,True,True,True,34.096,3,8,"head, pet",,human,,
489,244/1.jpg,the knife on the right and the fork on the left,False,False,False,33.637,3,16,"pet, head, human",,,,
239,119/1.jpg,the dress on the left is short and the dress on the right is long,True,True,True,36.270,4,0,"cow, moon",is,,,
238,119/0.jpg,the dress on the left is long and the dress on the right is short,False,False,False,33.682,4,0,"moon, cow",is,,,
424,212/0.jpg,there is more love than hate,True,True,True,33.806,3,15,"someone, babys, pet",,,,
425,212/1.jpg,there is more hate than love,False,False,False,41.357,3,4,"someone, baby",pets,,,
413,206/1.jpg,a big spherical object is heavier than a small spherical object,True,False,False,50.181,2,5,"cat, house",,,,
412,206/0.jpg,a small spherical object is heavier than a big spherical object,False,True,False,48.836,2,25,"house, cat",,,,
391,195/1.jpg,the person is sitting while the cat is jumping,True,True,True,40.003,2,7,"gold, pan",,,,
390,195/0.jpg,the person is jumping while the cat is sitting,False,False,False,37.586,2,19,"pan, gold",,,,
577,288/1.jpg,the gesture of the person standing up is supporting the understanding of the person sitting down,True,False,False,45.624,2,2,"water, plants",,,,
576,288/0.jpg,the gesture of the person sitting down is supporting the understanding of the person standing up,False,True,False,45.352,2,0,"plants, water",,,,
214,107/0.jpg,black socks and orange shoes,False,True,False,33.833,4,19,"businessperson, fall",,down,,
215,107/1.png,orange socks and black shoes,True,False,False,37.765,4,21,"businessperson, fall",,,,
703,351/1.jpg,someone walking lines cut into green plants,False,True,False,35.724,5,4,"person, swimcap",outswam,red,,
702,351/0.jpg,walking someone cut lines into green plants,True,False,False,34.471,6,7,"person, swimcap, swamout",,red,,
571,285/1.jpg,there are more balls than humans,True,False,False,44.989,2,16,ship,manning,,,
570,285/0.jpg,there are more humans than balls,False,True,False,27.104,2,19,mann,shiping,,,
626,313/0.jpg,the moon prevents the sun's rays from falling on the earth,True,False,False,35.977,9,14,"person, sweater, front, person, sweater","wearing, stands, is, wearing",,,
627,313/1.jpg,the earth prevents the sun's rays from falling on the moon,False,True,False,35.809,9,16,"person, sweater, front, person, sweater","is, wearing, stands, wearing",,,
276,138/0.jpg,the computer's screen is on and the phone's screen is off,False,True,False,32.890,10,18,"person, glasses, person, glasses, box","pushes, sitting",,,
277,138/1.jpg,the phone's screen is on and the computer's screen is off,True,False,False,33.291,10,22,"person, glasses, person, glasses, box","pushes, sitting",,,
400,200/0.jpg,a shorter person wearing blue standing next to a taller person,False,True,False,39.963,4,8,,"is, be","green, yellow",,
401,200/1.jpg,a taller person wearing blue standing next to a shorter person,True,False,False,39.866,4,0,,"is, be","yellow, green",,
340,170/0.jpg,the person is bigger than the house,True,True,True,32.943,8,14,"animal, tail",have,,,
341,170/1.jpg,the house is bigger than the person,False,False,False,34.399,8,4,"animal, tail",have,,,
775,387/1.jpg,There are pink flowers not below the bird with yellow head feathers,True,False,False,37.802,3,9,"mouse, dog","is, touching",,,
774,387/0.jpg,There are not pink flowers below the bird with yellow head feathers,False,True,False,37.942,3,15,"dog, mouse","is, touching",,,
151,75/1.jpg,the kid looks at them with the magnifying glass,False,True,False,42.982,2,7,compliments,fishing,,,
150,75/0.jpg,the kid with the magnifying glass looks at them,True,False,False,44.597,3,8,"compliments, fishing",,,,
438,219/0.jpg,"It starts with ""A"" and ends with ""Z""",False,True,False,35.036,5,16,"person, hands",dusting,,,
439,219/1.jpg,"It starts with ""Z"" and ends with ""A""",True,False,False,33.614,5,11,"person, dusting",hands,,,
747,373/1.jpg,a hollow tube going into a car,True,False,False,33.866,21,14,"person, shoes, bookshelf, duster, person, shoes, wine, glass","wearing, cleaning, wearing, drinks, relaxes","black, orange, green, orange",,
746,373/0.jpg,a car going into a hollow tube,False,True,False,33.860,21,13,"person, shoes, bookshelf, duster, person, shoes, wine, glass","wearing, cleaning, wearing, drinks, relaxes","green, orange, black, orange",,
624,312/0.jpg,the white wall will soon be painted blue,True,False,False,35.319,17,7,"person, hair, light, shirt, person, hair, couch","is, ironing, sits","short, blue, long, white",,
625,312/1.jpg,the blue wall will soon be painted white,False,True,False,35.364,17,6,"person, hair, light, shirt, person, hair, couch","is, ironing, sits","long, blue, short, white",,
42,21/0.jpg,a person sits and a dog stands,True,True,True,36.628,4,1,"duck, shoes",,yellow,,
43,21/1.jpg,a person stands and a dog sits,False,False,False,34.848,3,0,"duck, shoes",,yellow,,
606,303/0.png,The cold-blooded animal isn't happy in warm water,False,True,False,35.501,7,0,"child, front, row, rubber, ducks",facing,yellow,,
607,303/1.png,The warm-blooded animal isn't happy in cold water,True,False,False,33.783,7,0,"front, child, row, rubber, ducks",facing,yellow,,
581,290/1.jpg,aerial view of a green tree in a green field next to the brown freshly turned soil,False,True,False,37.638,3,0,"bird, person",cooking,,,
580,290/0.jpg,aerial view of a green tree in the brown freshly turned soil next to a green field,True,False,False,39.498,3,0,"person, bird",cooking,,,
231,115/1.jpg,person in orange is reading the white book,True,False,False,32.228,8,13,"person, person, stripes","wearing, wearing, jumping",yellow,,
230,115/0.jpg,person in white is reading the orange book,False,True,False,32.918,8,11,"jumping, person, person, stripes","wearing, wearing",yellow,,
463,231/1.jpg,a person with a beard behind a person with long hair,True,False,False,34.192,10,9,"person, feet, air, person, stripes","wearing, wearing",yellow,,
462,231/0.jpg,a person with long hair behind a person with a beard,False,True,False,34.348,10,3,"person, stripes, feet, air, person, yellow","wearing, wearing",,,
221,110/1.jpg,there's one yellow and many blue balls,True,False,False,35.293,9,9,"things, stripes",become,"darker, light",,
220,110/0.jpg,there's one blue and many yellow balls,False,True,False,32.586,9,6,"things, stripes",become,"light, darker",,
537,268/1.jpg,the cat on the left of the photo has its left paw ahead of its right,True,False,False,37.052,3,13,something,hammering,,,
536,268/0.jpg,the cat on the left of the photo has its right paw ahead of its left,False,True,False,45.353,3,14,something,hammering,,,
773,386/1.jpg,one version of two persons,False,True,False,34.978,12,15,"person, baby, screwdriver, piece, furniture","sits, using, assemble","orange, white",,
